Place,Address,Latitude,Longitude,Tips
Parasol's (Here are New Orleans’ Best Po-Boy Spots),"2533 Constance St, New Orleans, LA 70130",29.926439,-90.080136,"While this longtime Irish Channel corner dive attracts its fair share of out-of-towners, Parasol’s has remained true to its roots when the surrounding neighborhood was filled with working class Irish and German immigrants. Many devotees claim its well-seasoned, moderately priced roast beef po-boy is the city’s best. Others are partial to the firecracker shrimp po-boy. Either way, that Parasol’s is also a bar means that you can sit, sip, and chew a while, either solo or catching up with a friend. "
Parkway Bakery & Tavern (Here are New Orleans’ Best Po-Boy Spots),"538 Hagan Ave, New Orleans, LA 70119",29.9736537,-90.0902565,"On a list of greats, few po-boy spots can match the iconic status of this classic Mid-City corner eatery. Indeed it doesn’t get more New Orleans than this. The Parkway’s doors first opened over a century ago, and it began serving po-boys to striking street car workers in the 1920s. Now two favorites, the over-stuffed fried shrimp and the roast beef and gravy, garner fervent followers. Also worth a mention for its rarity: the steamed corn beef brisket po-boy. It’s a great, casual neighborhood joint for those looking to chow down with friends. "
Parkway Bakery & Tavern (New Orleans' Essential Lunch Spots),"538 Hagan Ave, New Orleans, LA 70119",29.97365289,-90.09030818,"This Bayou St. John po' boy staple is a favorite among locals and tourists in the know. The fried shrimp is a classic, but it's the Thanksgiving po' boy that has locals lining up around the block on Wednesdays in November. Bonus: An excellent Reuben and gumbo."
Pete’s Out In the Cold  (20 New Orleans Dive Bars to Avoid Valentine’s Day ),"701 Sixth St, New Orleans, LA 70115",29.922178,-90.08121,"Despite the disappointing addition of an outside sign, Pete’s is still a hidden gem that’s off the beaten path for most. Get buzzed in by the bartender and slurp cheap drinks at the surprisingly handsome circa-1930s bar. There’s a good jukebox, the game is usually on, and the crowd is friendly, the trifecta for a good neighborhood joint. "
Piccadilly Cafeteria (Where to Order Thanksgiving Turkey and Sides in New Orleans 2017),"2609 Jefferson Hwy, Jefferson, LA 70121",29.9634352,-90.1538974,"The Jeff Highway location of Piccadilly will close at the end of February. If this makes you sad, maybe load up on some Piccadilly goodness by the gallon this Thanksgiving? All the basics are available on what may be the easiest online Thanksgiving feast ordering form of all. Order a la carte or customize a package. Find the menu and ordering info here."
Prejean's Restaurant (These 14 Restaurants Are Worth a Drive From Metro New Orleans),"3480 NE Evangeline Throughway, Lafayette, LA 70507",30.3061906,-92.0277285,"The faux Acadian, swamp decor and shopping area may say tourist trap, but the dark roux gumbo says quite the opposite. Other menu stunners include red beans and rice topped with blackened shrimp, eggplant pirogue Louis, as well as award-winning crawfish étouffée. Bonus: There’s a little dog run outside under a shade tree, so it’s perfect for folks traveling with their pooches. Ask the waitstaff for the key and fresh water for the bowls."
R & O Restaurant and Catering (Here are New Orleans’ Best Po-Boy Spots),"216 Metairie-Hammond Hwy, Metairie, LA 70005",30.019664,-90.123943,"R&O’s, a family establishment in Bucktown since the 1980s, touts pizza as its primary trade, but the po-boys are legendary among native New Orleanians. It’s a full sit-down restaurant near the lake with a quick, efficient waitstaff that calls all the diners “sweetie” or “honey,” plenty of seating, cold beer, and a casual aesthetic that includes paper holiday decorations dangling from ceiling panels and a roll of paper towel on every table. Grab the R & O Special, a standard ham and roast beef po-boy, but with cabbage in lieu of the more traditional lettuce.  "
R Bar (Where to Watch the 2018 Super Bowl in New Orleans),"1431 Royal St, New Orleans, LA 70116",29.964106,-90.059509,"The quirky Marigny bar, known for attracting hipsters and old weirdos alike, is known for raucous game-day viewing. In short, total mayhem, food, and the possibility of a full-on brass band wandering in during half-time. "
Radosta's Restaurant (Here are New Orleans’ Best Po-Boy Spots),"249 Aris Ave, Metairie, LA 70005",29.9902984,-90.1291409,"For those wondering what it’s like to be part of a big, loud, New Orleans Italian family that still ticks by the old honor code, there is Radosta’s. The Radosta brothers came from the family behind Radosta’s Fine Foods, a grocery on South Carrollton between 1952 and the mid-70s and this little neighborhood po-boy spot hangs onto that grocery identity, though it’s much more known for its po-boys than it is for its meager aisles of non-perishables and booze. Walk straight to the back, order, grab a drink from any of the coolers or a bag of chips. Don’t worry about paying until it’s all consumed and time to leave. Then, just walk up to the cash register and let the Radostas know what you had. They trust you. The roast beef po-boy is a popular choice, though any of the po-boys are good. Additionally, the spot has a ton of Italian-American dishes on the menu — and some of them end up on po-boys. Take, for example, the Wayne Special: Veal parm and provolone with the house-made marinara on po-boy bread. A word to the wise: Get the Wayne Special toasted, but don’t get it dressed. Lettuce, tomato, and cold bread just aren’t that good on a hot veal parm po-boy. The gumbo and the onion rings are equally excellent."
Ralph's On The Park (Ten Spots Where the Three-Martini Lunch is Alive and Well),"900 City Park Ave, New Orleans, LA 70119",29.9834405,-90.0980978,"Shhhhhh. This City Park-view restaurant’s weekday lunch drink deal isn’t written down anywhere but it’s a doozy. Simply ask the server for a 10 cent martini and say, ‘keep ‘em coming,’ while slurping up dark, rich turtle soup laced with sherry or New Orleans barbecue shrimp on a brown buttered baguette. Rather than a three-drink limit, Ralph’s flags anybody once they reach a $1.20 bar bill.  "
Ralph's On The Park (The Best Private Dining Rooms in New Orleans),"900 City Park Ave, New Orleans, LA 70119",29.9834405,-90.0980978,"Ralph’s on the Park, situated in oak-tree rich Mid City, features several private dining rooms on the second floor of the restaurant, with seating from 10 to 200. The private dining areas include incredible, wrought-iron balconies overlooking City Park, perfect for pre-dinner cocktails and hors d’oeuvres."
Rampart Food Store (Where to Eat the Best Yak-a-Mein in New Orleans),"1700 N Rampart St, New Orleans, LA 70116",29.966684,-90.0627018,"The Rampart Food Store, aka the orange house at the corner of Kerlerec and N. Rampart, is renowned for its cheap, jumbo shrimp, fried to order po-boys. But the lighter than usual ya-ka-mein is worth the trip too, thanks to a frizzle of ramen noodles, thin curls of beef and fresh veggies like broccoli, carrots and cauliflower."
Red Rooster Snowball Stand (These Are New Orleans’ Essential Corner Stores (With Great Food)),"2801 Washington Ave, New Orleans, LA 70113",29.9410435,-90.0930098,"For those looking for an alternative to a poboy or perhaps a hangover cure, Evans recommends a stop in this Central City corner spot for a piping hot bowl of Red-Rooster’s “yet-ca-mein” or yakamein, New Orleans’ take on beef noodle and egg soup. For more yakamein spots, here’s a map."
Red Rooster Snowball Stand (Where to Eat the Best Yak-a-Mein in New Orleans),"2801 Washington Ave, New Orleans, LA 70113",29.9410435,-90.0930098,"Line up at the window at Red Rooster, just off Washington Avenue near the Magnolia Marketplace shopping center, and place an order for snowballs, po-boys and of course, ya-ka-mein, from 10:30 am-6:30 pm every day but Sunday. The soy-driven, salty broth studded with tender nibs of beef makes this ya-ka-mein just about perfect. "
Red's Chinese (Where To Satisfy a Chinese Food Craving in New Orleans),"3048 St Claude Ave, New Orleans, LA 70117",29.96762,-90.04527,"Although there seems to be a revolving door in the kitchen, this feisty fusion of Creole and Sichuan delivers interesting, out of the box Chinese dishes. Kung pao pastrami, made with Louisiana’s holy trinity of onions, bell pepper and celery, and zesty smoked mushrooms and tofu are two to try. Fried chicken lovers will swoon over the General’s chicken, swabbed with bourbon, soy, peanuts and a dusting of cilantro.  "
Rendezvous (20 New Orleans Dive Bars to Avoid Valentine’s Day ),"3101 Magazine St, New Orleans, LA 70115",29.9246242,-90.0856772,"A perfect divey stop while perusing tony Magazine Street, the Rendezvous is known for a massive beer program (24 revolving taps, 50-plus bottled beers) and enthusiastic crowds during Saints games. There are 11, count ‘em, 11, flat screens to watch the action. Happy hour two-for-ones are legend between 3 and 8 pm. "
Restaurant August (New Orleans' Essential Lunch Spots),"301 Tchoupitoulas St, New Orleans, LA 70130",29.94996911,-90.06667289,"This Besh Group stunner offers a superb Friday lunch experience, including a very reasonable $26 prix-fixe of three courses from chef Todd Pulsinelli— crispy flounder, Mississippi rabbit, seasonal appetizers— for those in search of something that's not quite as rowdy as Galatoire's."
Rib Room (Where to Find the Best Réveillon Dinners in New Orleans 2017),"621 St Louis St, New Orleans, LA 70130",29.9564413,-90.0660139,"Hearty options abound in a four course menu. A substantial first course features either fried chicken livers, a lump crabmeat salad, or chorizo-stuffed portobello mushroom followed. A trio of entree choices delves into deeply savory territory: prime rib, fried oysters, or bacon-wrapped pork tenderloin. $55 per person."
Rocky & Carlo's (New Orleans' Essential Lunch Spots),"613 W Saint Bernard Hwy, Chalmette, LA 70043",29.9392355,-89.97087581,"This Sicilian family-run Chalmette icon is about a 20 drive from downtown, but well worth the trip with a cafeteria style operation where huge portions of macaroni and cheese, red gravy, stuffed peppers, and perfectly fried soft shell crabs are doled out on the daily."
Royal China Restaurant (Where To Satisfy a Chinese Food Craving in New Orleans),"600 Veterans Memorial Blvd, Metairie, LA 70005",30.0011088,-90.1287222,"The sign may say Royal China, but all the locals call this place Miss Shirley’s, after host Shirley Lee, a Hong Kong native who has worked the dining room for decades. This Metairie fave is known for its dim sum, not offered on traditional carts, but made to order from the menu.  Pan fried shrimp dumplings, gelatinous chicken feet, curry squid are a few of dozens of choices offered on a menu that has pictures, which is a big help. Also, Royal China has a very popular lunch buffet."
Rue 127 (Where to Find the Best Réveillon Dinners in New Orleans 2017),"127 N Carrollton Ave, New Orleans, LA 70119",29.9753477,-90.100274,"Located in a quaint, converted shotgun cottage on busy Carrollton Avenue, this upscale Mid City eatery’s five-course Réveillon menu takes on bold, off-the-beaten path flavors. A second course features honey-glazed quail with coconut and cilantro, while a third course offers a Chinese-style pork belly with candied jalepeño and black vinegar. Diners can choose between puppy drum or fried lamb shank for entrees. $65 per person."
Salon Restaurant (The Best Private Dining Rooms in New Orleans),"622 B Conti Street, Upstairs, New Orleans, LA 70130",29.955244,-90.066689,"The holidays conjure images of all things sugar plum fairies — and there’s hardly a place better than Salon by Sucre to indulge in all things sugar. The restaurant, located in the French Quarter, is an outpost of the popular macaroon and sweets shop that started on Magazine Street. The private dining room has space for 25 seated and 30 in a reception format. Complete the look with a macaroon tree centerpiece."
Sammy's Food Services & Deli (Here are New Orleans’ Best Po-Boy Spots),"3000 Elysian Fields Ave, New Orleans, LA 70122",29.9889652,-90.0587684,"While most po-boys are simply referred to by their ingredients, Sammy’s most popular sandwich has the distinction of being called by a proper name so endearing that it has to be said twice: the Ray Ray. Given Sammy’s location across from the Gentilly Lowe’s on Elysian Fields, it’s no coincidence that the Ray Ray is beloved among tradesmen and understandably so: Where else can one find fried chicken, ham, and cheese all packed into one loaf? Much of Sammy’s success stems from owner and former butcher Sammy Schloegel’s insistence on quality meat.  Choose 6” or 10” options with most larger sandwiches coming in at under $10; a large Ray Ray will set you back $12, fried seafood $12-15."
Saturn Bar (20 New Orleans Dive Bars to Avoid Valentine’s Day ),"3067 St Claude Ave, New Orleans, LA 70117",29.9679468,-90.0442455,"Before St. Claude Avenue became a happening entertainment scene, Saturn Bar was a thing. This quintessential Bywater dive always looks closed, but don’t let the ratty exterior scare you off. Inside you’ll find feisty bartenders, signed pictures of the Rolling Stones (they partied here back in the day), and — on one Saturday a month — a fab 60s dance party."
SHUCKS! THE Louisiana Seafood House!!! (These 14 Restaurants Are Worth a Drive From Metro New Orleans),"701 Port St, Abbeville, LA 70510",29.9753271,-92.1421761,"Shucks! in Abbeville, Louisiana is always packed and co-owner David Bertrand chats with diners like they’re old friends. To be honest, many of them are. Beyond the locals that flock here, duck hunters and other visitors come back year after year. The secret to the divine char-broiled oysters lies in the brief time the oysters spend cooking, keeping them plump and nearly raw beneath a lightly browned blanket of cheese and butter. Plus, it was a favorite haunt of Paul McIlhenny’s when he was heading out to his duck club."
Simone's Market (Where to Order Thanksgiving Turkey and Sides in New Orleans 2017),"8207 Oak St, New Orleans, LA 70118",29.9482557,-90.1308771,"The Thanksgiving offerings at Simone’s Market aren’t the traditional New Orleans Thanksgiving offerings, so there’s no oyster dressing or shrimp mirlitons to be found here. What the market and sandwich spot does have is sage and sausage cornbread dressing, green chili cornbread dressing, smoked gouda mac and cheese, pimiento cheese, pies from Windowsill Pies, and a cheesecake made with Mauthe’s creole cream cheese. Order by Friday, November 17, and pick it up November 21 or November 22. View the full menu here. "
Singleton's Mini Mart (These Are New Orleans’ Essential Corner Stores (With Great Food)),"7446 Garfield St, New Orleans, LA 70118",29.9351997,-90.1323851,"While longtime owners Beau and Laura Nguyen serve up homemade Vietnemese-inspired pho and chicken wings every day of the week, the real draw of this well-maintained Black Pearl gem comes down to two essential words for Evans: Uptown Thursdays. “Thursdays Beau and Laura serve ‘off the menu’. That means five Korean pork tacos and either a can of Pale Ale or a shot of scotch for $5.” Unlike some corner spots, solid tables and a TV set-up mean patrons linger to chat. “Between bites, swap hiking stories with a Tulane student or mingle with Beau and Laura, the neighborhood’s most in-love husband and wife.” "
Snake & Jake's Christmas Club Lounge (20 New Orleans Dive Bars to Avoid Valentine’s Day ),"7612 Oak St, New Orleans, LA 70118",29.9441284,-90.1260558,"Calling Snake & Jake’s a dive bar is an upgrade -- this is basically a shack in a backyard lit up with year-round Christmas lights. There’s a cool outside space, dogs are welcome, and the bar opens late and shuts down in the early hours of the  morning so watching the sun rise is always an option. "
SoBou (The 12 Essential French Quarter Bars),"310 Chartres St, New Orleans, LA",29.95454301,-90.06642658,"Fresh and clean-lined (and clean), Sobou provides a contemporary alternative to the Quarter’s vintage scene. Sobou features a small but considered wine menu, classic cocktails, in house originals, and local brews on draught. A very worthwhile 3-6 p.m. daily “happier” hour offers sazeracs, wine by the glass, and other drink specials as well as snacks, all for under $6. Bar generally closes about 11 p.m. "
SoBou Restaurant (Ten Spots Where the Three-Martini Lunch is Alive and Well),"310 Chartres St, New Orleans, LA 70130",29.9544888,-90.0663571,This sly den of gastronomic sleight of hand in the W Hotel showcases chef Juan Carlos at his creative best. Munch the likes of cracklin’ crusted pork belly steam buns and cane-marinated mirliton while slurping down up to three vodka or gin martinis for just 25 cents each on weekdays between 11:30 a.m. and 3 p.m. Why just three? As the menu says “‘Cause that’s enough.” 
SoBou Restaurant (The Most Incredible King Cake-Inspired Dishes To Try Right Now),"310 Chartres St, New Orleans, LA 70130",29.9544888,-90.0663571,"Head over to SoBou for a king cake sua da. With espresso, king-cake infused brandy, sweetened condensed milk and vanilla, this cocktail takes a cue from New Orleans’s large Vietnamese population and the iconic cafe sua da (or Vietnamese iced coffee)."
SoBou Restaurant (Where to Find the Best Réveillon Dinners in New Orleans 2017),"310 Chartres St, New Orleans, LA 70130",29.9544888,-90.0663571,"Those looking for a decidedly different flavor profile may want to consider Sobou’s mid-range Puerto-Rican inspired Réveillon menu from Chef Juan Carlos Gonzalez. The four-course plus eggnog line-up includes plenty of bright winter citrus flavors paired with kumquat barbecue lamb steamed buns, crusted yellowfin tuna pinchos, and braised beef tongue tamales with black garlic crispy masa. $44 per person."
St. James Cheese Company (New Orleans' Essential Lunch Spots),"5004 Prytania St, New Orleans, LA 70115",29.9245894,-90.1090876,"This Uptown cheese shop has dominated the casual lunch game since opening in 2007 with a menu of sandwiches featuring cheeses from Gruyere (with carmelized onions) to Rogue River's Smokey Blue (with thin sliced roast beef), not too mention a Ploughman's Lunch, meat boards and more."
Sucré (Multiple Locations) (The Most Incredible King Cake-Inspired Dishes To Try Right Now),"3025 Magazine St, New Orleans, LA 70115",29.9247915,-90.0852213,"Macaroon-obsessed Sucre has purple, green, and gold macaroons filled with a king cake-inspired mousseline. Order them individually or get 15 of them all wrapped up and tied with a bow in a Mardi Gras colored box. The 15-piece box is $37.50. "
Sugar Bowl Extravaganza at The Rusty Nail (Where to Eat and Drink on New Year’s Eve in New Orleans),"1100 Constance St, New Orleans, LA 70130",29.9408178,-90.0692452,"The countdown to 2018 is also the countdown to the New Year’s Day Sugar Bowl in New Orleans, with Clemson and Alabama facing off in the Superdome. Owned by ‘Bama alum, The Rusty Nail has all that celebrating covered with a two-day Sugar Bowl extravaganza starting on New Year’s Eve. McClure’s Barbecue will be serving all day and night. At 11 a.m., the Nail opens for NFL football. By 3 p.m., the bar turns into Tuscaloosa South with the fight song and other ‘Bama favorites played every hour. Get your yacht rock on at 9 p.m. with Where Y’acht performing. At midnight, toast with a complimentary glass of Champagne while listening to Auld Lang Syne followed by — you guessed it — the Fight Song. More info here. "
Suire's Grocery & Restaurant (These 14 Restaurants Are Worth a Drive From Metro New Orleans),"13923 LA-35, Kaplan, LA 70548",29.9479603,-92.2829702,"No frills Suire’s brings Cajun comfort food to the table. A favorite among the region’s duck hunters, it’s a hospitable restaurant run by sisters who have been working there since they were teenagers. It’s known for a long-simmered turtle sauce piquant, but be sure to save some space for pecan pie and sweet tarts."
Tan Dinh Restaurant (These 14 Restaurants Are Worth a Drive From Metro New Orleans),"1705 Lafayette St, Gretna, LA 70053",29.9069842,-90.0537407,"With many exciting and modern Vietnamese restaurants opened by the children of the Vietnamese immigrants who came to New Orleans in the 1970s, this traditional Vietnamese Westbank favorite is still well worth the trip. Often filled with generations of Vietnamese families, the large restaurant takes strip shopping center dining to an unheard of level with frog legs tossed in garlic butter, roasted quail, and warming pho in both meat and vegetarian varieties. Also of note, the children from the Tan Dinh family run the edgier Ba Chi Canteen on Maple Street in metro New Orleans. "
Tastee (The Most Incredible King Cake-Inspired Dishes To Try Right Now),"816 Clearview Pkwy, Metairie, LA 70001",29.9824471,-90.1804214,"On any given day, the crown jewels of Tastee donuts are the buttermilk drops. Not gonna lie — lots of justly people go here to relive McKenzie’s (RIP) king cake, but the buttermilk drop version is also super-addictive (and also a McKenzie’s recipe). It’s basically a ring of those little dreams topped with icing and Mardi Gras colored sugar. What could possibly go wrong with that?"
Ted's Frostop (Where To Eat New Orleans’ Best Hot Dogs),"3100 Calhoun St, New Orleans, LA",29.946923,-90.113641,"Ted's Frostop is an Uptown institution, serving old school diner faves like burgers, malts, all-you-can-eat pancakes, and of course hot dogs. Have one with a root beer float and you can practically feel yourself time warp to the 50s. Open 7 days a week."
The Alibi (Where to Find the Best 24-Hour Eats in New Orleans),"811 Iberville St, New Orleans, LA 70112",29.9549901,-90.0693372,"Just steps off Bourbon Street, this popular spot for late-night food offers 150 brands of beer and one of the best burgers in town. It draws a crowd of service industry regulars and tourists all about cheap eats and drinks, and generous pours. The scene is no-frills dive, the food is just fine and there when you need it most. Whatever that time might be."
The Bayou Burger & Sports Company (Where To Eat New Orleans’ Best Hot Dogs),"503 Bourbon St, New Orleans, LA",29.95719102,-90.06695114,"A reliable spot for good food on Bourbon Street, this burger and sports joint has quite a few good dogs to choose from. Choose from basic dogs to brats; or go wild with the Zydeco dog, a savory beignet battered and fried hot dog with cheese sauce, slaw, beer grain mustard, spicy ketchup. The large menu here means something for everyone. Be warned: This is a sports-watching Mecca, so there are TV’s everywhere (which can be good or extremely annoying, depending on what you are looking for)."
The Black Penny (The 12 Essential French Quarter Bars),"700 N Rampart St, New Orleans, LA",29.96049922,-90.06837889,"Located at the edge of the Quarter on Rampart St, relative newcomer The Black Penny bills itself as a neighborhood bar. And while the beer-centric, dog-friendly spot draws a diverse crowd, patrons tend to skew slightly hipster. Dark, woody, and more introspective than its cocktail-oriented older sister Bar Tonique, the Penny is a prime spot to sit at the wrap-around bar and sample off-the-beaten-path ales. An extensive beer menu divided into taste profiles helps to guide the palette and the pocket book. Full bar available; no kitchen but most evenings, a changing line up of moderately-priced eats can be ordered from the grill flanking the front door."
The Bombay Club (Where to Find the Best Réveillon Dinners in New Orleans 2017),"830 Conti St, New Orleans, LA 70112",29.9565224,-90.0684649,"While known mostly for its martini menu, Southern flavors seep into the venerated walls of this ye olde English gentleman’s club-like French Quarter stronghold. A four-course menu includes some serious stick-to-your-rib options such as rabbit and tasso gumbo with potato salad, pecan and andouille crusted redfish with oyster and artichoke stew and a dessert option which, depending upon how you look at it, either signals the end of all ambition or its apex: eggnog spiked espresso cake with chocolate streusel. $49 per person."
The Bourbon Suites at Arnaud's (The Best Private Dining Rooms in New Orleans),"813 Bienville St, New Orleans, LA 70112",29.9557933,-90.0686926,"Arnaud’s is home to a dizzying maze of private dining rooms, each with its own personality — and probably its own ghosts. The quintessential New Orleans experience can be found in the Bourbon Suites, which come with a lobby; private, built-in bar; and a balcony overlooking Bourbon for all the bead-throwing needs. Each adjoining suite seats 20 people. One of the most festive times to visit is when the  restaurant gets decked out for the holidays. Be sure to visit the restaurant’s own private Mardi Gras Museum, and grab a drink at the award-winning French 75 Bar. Plus, 2018 marks this restaurant’s 100th year, which is a reason in itself to celebrate in style. "
"The Bulldog, Mid-City (Where to Watch the 2018 Super Bowl in New Orleans)","5135 Canal Blvd, New Orleans, LA 70124",29.9836132,-90.1101491,"With over 100 different beers, wings, outdoor seating, and lots of televisions, there’s not much more you could ask for on Super Bowl Sunday. Plus, there’s an outdoor patio with screens to watch the game should there be nice weather. "
The Carousel Bar & Lounge (The 12 Essential French Quarter Bars),"214 Royal St, New Orleans, LA",29.95420365,-90.06809151,"The Carousel has been a cherished local landmark for65 years, and it’s not unusual to find locals whose parents and even grandparents, frequented this delightful spot in the  Hotel Monteleone. Yes, the bar is lit up and shaped like a carousel (fortunately stools mean there’s no need to straddle an animal) and yes, it does turn though at one revolution every fifteen minutes, you might not notice. Consider splurging on a slow sipping cocktail like a sazerac or the house special, a Vieux Carre. In addition to the bar, arrangements of posh club chairs in the spacious lounge accommodate groups, and should appease even the snootiest of relatives and friends. Some live music afternoons and evenings."
The Columns Hotel (The Hotel Bars to Visit Now (and Through the Holidays)),"3811 St Charles Ave, New Orleans, LA 70115",29.927392,-90.096105,"Locals sometimes forget this is a hotel since we are so used to treating it as only a bar. While the interior’s jewel-toned Victorian vibe transports guests to late 19th century New Orleans (it’s no accident Pretty Baby was filmed there), it’s the front porch, with its views of Live Oaks and passing streetcars, that gets my vote as one of the best drinking spots in the city for an Old Fashioned. New Orleanians may still be wearing shorts come December, but should the temperature drop, drinkers can head inside for a warm Irish coffee or nice pour of Scotch and take a seat at either the classic bar or in one of the cozy booths."
The Company Burger (Where To Eat New Orleans’ Best Hot Dogs),"4600 Freret St., New Orleans, LA",29.934932,-90.10565912,"Company Burger is known for its get-down-to-business burger, but it also has quite a few “not burgers,” like its Company hot dog. The dog game proves to be as serious as the burger game with a focus on just a few quality products shining on their own. A Nueske's beef and pork smoked link with onion and relish can be yours for $7.50 (and special hot dogs appearing on the menu occasionally). Be sure to get a side of the onion rings and a watermelon Pimm’s Cup. "
The Country Club (Where to Find the Best Réveillon Dinners in New Orleans 2017),"634 Louisa St, New Orleans, LA 70117",29.962937,-90.043945,"Located in recently renovated elegant cottage, The Country Club has long been a key Bywater social fixture. Five courses divided evenly between the sea and land with crab and caviar and redfish courses as well as black truffle roasted poussin and oxtail ragu, both with hearty and savory sides, followed by the love child of two classic desserts: Baked Alaska Jubilee. $60 per person."
The Friendly Bar (20 New Orleans Dive Bars to Avoid Valentine’s Day ),"2301 Chartres St, New Orleans, LA 70117",29.9638196,-90.0550235,"The Friendly Bar, set on the corner of a gorgeous street in the Marigny, lives up to its name with welcoming bartenders, an always lively crowd of local neighbors, and — on most Wednesdays — there’s meat night. Yes, as in meat, not meet. Bring your own protein and fling it on the grill that’s set up out front, with potluck sides served in the bar and a tip jar to say thanks. "
The Grill Room (Ten Spots Where the Three-Martini Lunch is Alive and Well),"300 Gravier St, New Orleans, LA 70130",29.949617,-90.066243,"A dozen dozen (that’s 144) roses stand at the entrance to the elegant Windsor Court Hotel every single day, as if to say, “We don’t do anything halfway.” In recent years, the Windsor Court’s food team has put in overtime building menus that put it on the map of places to go eat, whether you’re staying at the hotel or not. Though dinner boasts an excellent choose-your-own-adventure style “tasting menu” with dishes like a divine lobster Newburg, lunch is predictably no slouch. A power lunch with the approachable sensibility of the “meat and three” plate lunch (with “meats” like crab cakes and “sides” like crawfish pasta) and at only $19.84 (the hotel opened in 1984) with the option of $2 martinis, it’s also a bargain. Of note: Limit three martinis. It’s a three martini lunch, remember? Also, the martinis are made with Plymouth or Tito’s and olives and onions marinated at the hotel."
The Grill Room (Where to Find the Best Réveillon Dinners in New Orleans 2017),"300 Gravier St, New Orleans, LA 70130",29.949617,-90.066243,"This elegant dining room in the Windsor Court serves up a four-course menu with wide-ranging tastes including a mushroom fricassee with truffled puree potatoes and caviar, ginger anise beef short ribs, or red snapper with crawfish and corn ragout. Finish on an indulgent note with a chocolate and orange brandy crepe with Creole cream cheese custard. $54 per person."
The John (20 New Orleans Dive Bars to Avoid Valentine’s Day ),"2040 Burgundy St, New Orleans, LA 70116",29.9663203,-90.0580965,"There are gold toilet “seats” at The John, a 24/7 watering hole that is dark, cavernous, and blessedly cool in the summer. Close to Frenchmen Street, there’s a ping pong table, old school video games, a good juke box, and oh yeah, that toilet theme is the best. "
The Mezzanine at Cochon (The Best Private Dining Rooms in New Orleans),"930 Tchoupitoulas St SUITE A, New Orleans, LA 70130",29.942264,-90.067242,"There’s dining, and then there’s Donald Link and Stephen Stryjewski dining, which can involve lots of meat and southern sides at Cochon. Why not tuck your napkin in your shirt and put your elbows on the table out of view of others, or sort of out of view of others? The new semi-private mezzanine in the Diamond Street dining room at Cochon seats up to 40. "
The Old No. 77 Hotel & Chandlery (The Hotel Bars to Visit Now (and Through the Holidays)),"535 Tchoupitoulas St, New Orleans, LA 70130",29.9479126,-90.0673074,"Travel and Leisure ranked The Old No. 77 number 13 on its list of continental U.S. city hotels. One big reason is its stellar restaurant, Compere Lapin, whose bar program is overseen by Abigail Gullo, Heaven Hill 2016 Bartender of the Year. Located in a former warehouse, Old No. 77’s original brick walls serve as a vintage background where Gullo’s team serves up fresh takes on old favorites. The combination of amazing food, carefully crafted drinks and a friendly staff make this a top spot for those seeking inventive imbibing."
The Pontchartrain Hotel (The Hotel Bars to Visit Now (and Through the Holidays)),"2031 St Charles Ave, New Orleans, LA 70130",29.9351131,-90.0797176,"This venerable institution received a thoughtful, well-deserved renovation in 2016. The cozy Bayou Bar downstairs retains its original Louisiana landscape murals painted by Charles Reinike; drinking a classic cocktail here makes one feels as if time stopped at 1950. The Hot Tin rooftop bar is an airy living room that opens onto a balcony with a 270 degree view of the city that can’t be beat."
The Rusty Nail (Where to Watch the 2018 Super Bowl in New Orleans),"1100 Constance St, New Orleans, LA 70130",29.9408178,-90.0692452,"The best thing about the Super Bowl is that it falls during crawfish season, and the Rusty Nail gets this. For the third year running, the Warehouse District bar is throwing a “Super Boil” party with boiled crawfish, McClure’s barbecue, drinks, and the Super Bowl. The first 50 crawfish customers can keep their their Abita-branded crawfish tray. The party starts at 1 p.m. "
The Saint Bar & Lounge (20 New Orleans Dive Bars to Avoid Valentine’s Day ),"961 St Mary St, New Orleans, LA 70130",29.931134,-90.0732233,"An awesome dive in the LGD with fantastic bartenders, a full bar, daiquiris, a photo booth and a free jukebox on Sundays."
The Sazerac Bar (The Hotel Bars to Visit Now (and Through the Holidays)),"130 Roosevelt Way, New Orleans, LA 70112",29.9543193,-90.0720951,"Rumor has it that Governor Huey Long built a state highway from Baton Rouge to New Orleans just so he could get to his favorite bar, the Sazerac, in under an hour. While that story may not hold up to scrutiny, what is certain is that the “Kingfish” flew the Sazerac’s head bartender to New York to instruct northerners in the proper way to make a Ramos Gin Fizz. If Long’s stamp of approval isn’t enough reason to visit, Paul Ninas’ WPA-era murals depicting New Orleans, golden wood-panelled walls and the equally crafted drinks make the Sazerac a must-see. It’s located inside the Roosevelt Hotel, and — come December — the ornate, gilded lobby becomes a wonderland of white lights."
The Tchoup Yard (Where to Watch the 2018 Super Bowl in New Orleans),"405 Third St, New Orleans, LA 70130",29.9218606,-90.076217,"Tchoup Yard is part beach bar and part beer garden. It’s got plenty of outdoor seating, frozen drinks, and 13 big screen televisions. Plus, there’s a new indoor expansion with Karibu Kitchen. "
The Third Floor at Seaworthy (The Best Private Dining Rooms in New Orleans),"630 Carondelet St, New Orleans, LA 70130",29.947879,-90.072208,"The first floor with its large, marble oyster bar,  and the second floor with a smaller cocktail bar are familiar territory to Seaworthy guests. Follow those curved staircases up past more candles held firm with dripped wax to the third floor, which houses the restaurant’s private dining room. It’s an intimate room fit for a ship’s captain with seating for 20."
